company,client,nb_avis_client,date_commande,notes,titre_commentaire,commentaire,date_commentaire,reponse_sav,date_reponse_sav,delai_reponse_sav
Marionnaud,Eric VALDENAIRE,2,2023-11-04,1,Aucune aide au client pour la vente en ligne,"Livraison en Locker , casier vide (un parfum, comme par hasard).Me demande de porter plainte alors que c'est à eux de gérer leur service de livraison, scandaleux ...",2023-11-16,"Bonjour, Nous sommes navrés d’apprendre que, lors de votre livraison en locker, vous avez constaté que le casier était vide.Nous vous prions de bien vouloir nous excuser pour la gêne occasionnée.Pour pouvoir traiter votre dossier, nous vous confirmons qu’il faut que vous portiez plainte afin de pouvoir lancer une enquête auprès des transporteurs et avoir accès aux images vidéos du locker le cas échéant.En vous remerciant par avance pour votre compréhension.Bonne journéeCordialementL’équipe Marionnaud",2023-11-20 10:34:20+00:00,4.0
Marionnaud,Monsieur RINGOT,3,2023-11-04,5,Très bien,"Très bien, service impeccable, soigneux et attentif. Je recommande !",2023-11-16,"Bonjour Monsieur Ringot et merci beaucoup pour cet avis ! Très bonne journée !Cordialement, Marie, de l'équipe Marionnaud",2023-11-29 16:21:17+00:00,13.0
Marionnaud,MAC,11,2023-11-15,5,1ère commande sur le site,"1ère commande sur le site Tout à fait satisfaite de ma commande qui à été rapide, colis nickel, beau coffret et parfum sublime, pleins d'échantillons , tout à été parfait ; Merci aux petites mains de Marionnaud et des livreurs .",2023-11-16,"Bonjour,Nous vous remercions pour votre partage d’expérience.A bientôt chez Marionnaud ! Bonne journéeCordialement, Marie, de l'équipe Marionnaud",2023-11-29 16:21:41+00:00,13.0
Marionnaud,Chevillon,2,2023-11-15,5,Vraiment rien à dire au top !,Date de l'expérience: 15 novembre 2023,2023-11-15,"Bonjour, Nous vous remercions pour ce commentaire et vous souhaitons une excellente journée.Cordialement, Paul, de l'équipe Marionnaud",2023-11-16 09:02:54+00:00,1.0
Marionnaud,Céline Jambu,1,2023-11-15,1,À fuir,J’ai passer une commande le 10/11 elle a était annulé le 15/11 sans aucune explication. Sur le site il est indiqué dans les FAQ que les annulations sont du à un mauvais stock 5 jours pour ce rendre compte et même pas ils essaie de proposer une autres couleur ou un autre produit en contre partie. J’avais bénéficié d’un code promo de 15€ valable le jour de ma commande. Je trouve le procédé vraiment nul de la part d’une grande enseigne comme celle ci. Je ne recommande pas du tout de commander chez eux. Pour ma part cette enseigne n’existe plus. Une honte. Voici mon numéro de commande 1201738637,2023-11-16,"Bonjour Céline,Nous regrettons d'apprendre que votre expérience chez Marionnaud n'a pas été à la hauteur de vos attentes et nous vous prions de bien vouloir nous excuser pour la gêne occasionnée. Nous souhaiterions échanger avec vous sur le sujet. Par avance, nous vous remercions donc de compléter votre message avec votre numéro de commande, nous prendrons contact avec vous dans les meilleurs délais. Belle journée Cordialement Paul, de l'équipe MarionnaudBonjour Céline,Nous vous remercions pour ce complément d'information que nous avons transmis à notre Service Clients. Ce dernier prendra contact avec vous dans les meilleurs délais pour faire un point sur votre dossier. Bonne journée Cordialement Marie, de l'équipe Marionnaud",2023-12-12 13:58:38+00:00,26.0
Marionnaud,Marianne Murcia-ros,2,2023-11-15,1,1 étoile car je suis obligée,1 étoile car je suis obligéeIls sont incompétents lorsque votre colis est perduVous devez vous battre pour vous faire rembourser La conseillere au téléphone peu sympathique,2023-11-15,"Bonjour Marianne,Nous regrettons d'apprendre que votre expérience chez Marionnaud n'a pas été à la hauteur de vos attentes et nous vous prions de bien vouloir nous excuser pour la gêne occasionnée. Nous souhaiterions échanger avec vous sur le sujet. Par avance, nous vous remercions donc de compléter votre message avec votre numéro de commande, nous prendrons contact avec vous dans les meilleurs délais. Belle journée Cordialement Paul, de l'équipe Marionnaud",2023-11-16 09:05:24+00:00,1.0
Marionnaud,Descamps,7,2023-10-20,5,J'adore ce gua sha ginkgo biloba,"J'adore ce gua sha ginkgo biloba. La forme décrit bien la feuille de cet arbre, sa couleur dorée est très chic. Il est plutôt ""lourd"" pour moi c'est un signe d'une grande qualité. Avec ses différents côtés, on peut l'utiliser de diverses façons selon que l'on veut lisser, tonifier, stimuler la peau. Je l'utilise après avoir appliqué mes soins habituels, matin et soir. Il tient bien en main et est très agréable à utiliser",2023-11-14,"Bonjour, Nous vous remercions pour ce commentaire et vous souhaitons une excellente journée.Cordialement, Paul, de l'équipe Marionnaud",2023-11-29 16:22:07+00:00,15.0
Marionnaud,Florent,2,2023-11-14,1,Zéro pointé,"La vente en ligne, c'est un métier......commande passée le 03/11 d'un produit disponible et censé être livré entre le 8 et le 9, pour un cadeau d'anniversaire qui a lieu le 17. Le 10, n'ayant pas de nouvelles et la commande étant toujours affichée ""en cours de préparation"", j'écris par le mail interne. Pas de réponse donc j'appelle le service client qui l'explique que tout va bien, je ne dois pas m'inquiéter. On est le 11, c'est un jour férié, je peux comprendre que c'est compliqué...... Le 13, le statut de la commande n'a pas bougé, je retente donc un mail (les 2 resteront sans réponse à tout jamais), et je rappelle Mohammed du service client qui se répand en obséquiosités et me dit que le nécessaire sera fait, que je m'inquiète inutilement et qu'il s'y engage personnellement. de fait, le 14, ma commande est purement et simplement annulée sans aucune explication. C'est juste lamentable, ce site m'a fait perdre plus de 10 jours par son incompétence. Je me suis débrouillé autrement......",2023-11-14,"Bonjour Florent,Nous regrettons d'apprendre que votre expérience chez Marionnaud n'a pas été à la hauteur de vos attentes et nous vous prions de bien vouloir nous excuser pour la gêne occasionnée. Nous souhaiterions échanger avec vous sur le sujet. Par avance, nous vous remercions donc de compléter votre message avec votre numéro de commande, nous prendrons contact avec vous dans les meilleurs délais. Belle journée Cordialement Paul, de l'équipe Marionnaud",2023-12-06 09:48:19+00:00,22.0
Marionnaud,Azzah,1,2023-11-14,1,Je ne suis pas satisfaite du tout du…,Je ne suis pas satisfaite du tout du service en ligne me disant que ma commande a été annulé après une semaine.Me faisant perdre mon temps en trouvant ça normal que je refasse la commande!!Je ne ferai plus mes achats chez Marionnaud,2023-11-14,"Bonjour,Nous sommes navrés d'apprendre que votre commande ait dû être remboursée, votre article devait être momentanément en rupture de stock. Nous vous prions de bien vouloir nous excuser pour la gêne occasionnéeEn vous souhaitant une bonne journée.CordialementMarie, de l'équipe Marionnaud",2023-12-06 09:44:28+00:00,22.0
Marionnaud,ALVES,7,2023-11-14,5,Conforme au niveau du produit,"Conforme au niveau du produit, de la livraison et de l'emballage",2023-11-14,"Bonjour Alves,Merci beaucoup pour cet avis.Nous vous souhaitons une agréable journée. Cordialement, Marie, de l'équipe Marionnaud",2023-11-29 16:22:32+00:00,15.0
Marionnaud,Hélène BERNADAS,45,2023-11-02,5,Site sympathique et attractif.,Site sympathique et attractif.Promotions intéressantes. Livraison rapide. Très sérieux.,2023-11-14,"Bonjour Hélène,Nous sommes ravis de constater que votre expérience chez Marionnaud a été à la hauteur de vos attentes et vous souhaitons une belle journée. Cordialement, Paul, de l'équipe Marionnaud",2023-11-29 16:23:53+00:00,15.0
Marionnaud,El Akkari,5,2023-11-14,5,Résultats assurés !,Beaucoup de choix et de promotions,2023-11-14,"Bonjour El Akkari et merci beaucoup pour cet avis ! Très bonne journée !Cordialement, Marie, de l'équipe Marionnaud",2023-11-29 16:24:10+00:00,15.0
Marionnaud,Simply,1,2023-10-20,5,Parfait,"Parfait, livraison rapide article très bien emballer super merci",2023-11-13,"Bonjour, Nous vous remercions pour ce commentaire et vous souhaitons une excellente journée.Cordialement, Paul, de l'équipe Marionnaud",2023-11-29 16:24:20+00:00,16.0
Marionnaud,Annick Cottet,17,2023-11-06,5,Commande novembre 23mmande faite à la suite d'une grande…,Commande faite à la suite d'une grande réduction donc j'en ai profité pour passer commande de bon produits!,2023-11-12,"Bonjour Annick,Nous sommes ravis de constater que votre expérience chez Marionnaud a été à la hauteur de vos attentes et vous souhaitons une belle journée. Cordialement, Paul, de l'équipe Marionnaud",2023-11-29 16:24:45+00:00,17.0
Marionnaud,DELPHINE OLIVIER,2,2023-10-17,5,Cette crème de Guerlain a été une belle…,"Cette crème de Guerlain a été une belle découverte. Suite à son utilisation, j'ai constaté que ma peau est plus ferme, plus lisse. La texture de la crème est très agréable, douce. Elle pénètre très bien et ne laisse pas de film gras. Elle sent bon. Ma peau est beaucoup plus lumineuse. Bilan c'est une merveilleuse crème. Le packaging est magnifique, ce qui est un plus. J'envisage de la mettre dans ma routine quotidienne, car elle correspond parfaitement à mon type de peau. Je recommande la crème de jour Guerlain, qui est un produit magique. Personnellement c'est un vrai coup de coeur, j'adore. C'est un plaisir à utiliser. J'adorerai tester la crème de nuit aussi qui doit être aussi merveilleuse.",2023-11-12,"Bonjour Delphine,Nous vous remercions d’avoir partagé votre avis sur cette crème de la marque Guerlain. Merci également, pour votre description précise. En vous souhaitant une bonne journée Cordialement Marie, de l’équipe Marionnaud",2023-11-29 16:25:14+00:00,17.0
Marionnaud,James Jupin,1,2023-11-09,5,J'aime être bien informé conseiller…,J'aime être bien informé conseiller afin de guider mes choix !,2023-11-12,"Bonjour James, Merci beaucoup pour cet avis.Nous vous souhaitons une agréable journée. Cordialement, Marie, de l'équipe Marionnaud",2023-11-29 16:25:44+00:00,17.0
Marionnaud,Catherine,9,2023-11-10,5,Toujours satisfaite et fidèle,"Toujours satisfaite et fidèle ! Choix des produits, attrait et fréquence des promotions qui me permettent de me faire plaisir en restant fidèle aux marques que j’aime et qui me conviennent. Facilité et efficacité à toutes les étapes de commande sur le site",2023-11-11,"Bonjour Catherine,Nous vous remercions pour votre partage d’expérience et vous remercions pour votre fidélité. A bientôt chez Marionnaud ! Bonne journéeCordialement, Marie, de l'équipe Marionnaud",2023-11-29 16:26:09+00:00,18.0
Marionnaud,robocop,10,2023-11-03,5,Commandes d’un parfum,"Je l’ai commandé, j’ai été le chercher, ça s’est très bien passé",2023-11-11,"Bonjour,Nous vous remercions pour votre partage d'expérience.En vous souhaitant une bonne journée.CordialementMarie, de l'équipe Marionnaud",2023-11-28 15:24:24+00:00,17.0
Marionnaud,RAYMOND MERLINI,8,2023-11-10,1,Bonjour.les Black friday promettent…,"Bonjour.les Black friday promettent 33%le vendredi 32le 11/11 et  30 le 12/11. J'ai passé une commande avec la remise mais sur les produits phares mis en avant par Marionnaud, à savoir les crèmes multi intensives  jour et idem nuit j'ai systématiquement été rejeté sur la page erreur Marionnaud.Apres tchat avec le service cial, l'intervenante à déclaré péremptoirement que ces produits n'étaient plus vendus par Marionnaud avant que de couper le tchao  et effacer le dialogue.Aujourd'hui 11/11 même topo, le site est bloqué pour les produits décris. Publicité mensongère",2023-11-11,"Bonjour Raymond,Nous regrettons d'apprendre que votre expérience chez Marionnaud n'a pas été à la hauteur de vos attentes et nous vous prions de bien vouloir nous excuser pour la gêne occasionnée. Soyez assuré, nous l’avons bien pris en compte et nous l’avons transmis aux services concernés.Nous vous souhaitons une bonne journée. Cordialement Paul, de l'équipe Marionnaud",2023-12-06 09:37:38+00:00,25.0
Marionnaud,Astrik YERITSYAN,4,2023-11-11,1,Je reçois à mon domicile des courriers…,"Je reçois à mon domicile des courriers au nom de l’ancienne propriétaire des lieux, qui  est décédée. J’appelle leur service client pour ne plus en recevoir. Ils me disent que ce n’est pas possible et qu’il faut que ce soit un héritier qui effectue la demande. Incompréhensible. Ma demande a été prise en compte par toutes les autres enseignes, sauf celle là. Donc, au moins une fois par an, je vais recevoir un courrier au nom d’une personne décédée. Service client à fuir.",2023-11-11,"Bonjour,Nous vous prions de bien vouloir nous excuser pour la gêne occasionnée.Le Service Clients vous a effectivement indiqué le process lors d'une demande concernant une modification sur un compte fidélité, compte strictement personnel.Exceptionnellement, il va faire le nécessaire pour que vous ne receviez plus ces courriers.Je vous remercie de le contacter du lundi au samedi de 8h à 20h, au 0969 360 500 (numéro Cristal, appel non surtaxé).En vous souhaitant une bonne journée.CordialementMarie, de l'équipe Marionnaud",2023-11-13 12:05:25+00:00,2.0
Marionnaud,Emma Tom,4,2023-10-12,5,Parfait,Parfait. Il y a eu un bug lors de ma commande ils avaient oublié la pochette cadeau. J'ai fais un simple mail et je l'ai reçu à la maison.  Vraiment un super service après vente. Je recommande ++,2023-11-11,"Bonjour Emma,Nous vous remercions pour ce partage et sommes ravis d'apprendre que vous êtes satisfaite de votre expérience client chez nous !En vous souhaitant une bonne journée.CordialementMarie, de l'équipe Marionnaud",2023-11-28 15:24:59+00:00,17.0
Marionnaud,Agnès,1,2023-11-10,5,Marionnaud des 4 temps la Défense,"Je recommande vivement le Marionnaud de la Défense. En particulier ma conseillère Fouzia. Très disponible, accueil chaleureux et toujours souriante.Merci de votre patience pour m'aider dans mes choix.A très bientôtAgnès",2023-11-10,"Bonjour Agnès,Nous vous remercions pour votre partage d’expérience et vous remercions pour votre fidélité. A bientôt chez Marionnaud ! Bonne journéeCordialement, Marie, de l'équipe Marionnaud",2023-11-28 15:26:40+00:00,18.0
